source_address,source_type,amount_btc,percentage
15mGM5Hkjic47WnRQ52F9vBfwnr5K1XSbk,RANSOMWARE_INITIAL,130.0,50.53763440860215
1Mono6CxFWtABN9k6mM5H6Jb1vnu63je9y,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1Enix8WAQbmsVhiE6BfnWeVP4sDWuzzX53,OTHER_SOURCE,2.765957446808511,1.0752688172043012
15xivRS2CKLL35SCYxDUAaiFWheffjqYpf,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1EsTWir8Ruj36zZf2qETKUaaakvrf7UKaz,OTHER_SOURCE,2.765957446808511,1.0752688172043012
18h7SFkU97c9tWturVbLdGM3UzFQZfxbto,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1PoSHXTo2wdSu8smqEE45ezGRVotUHkJTq,OTHER_SOURCE,2.765957446808511,1.0752688172043012
171Y3WUtU3WehH1xv8oS6dcmwACAVoS4k7,OTHER_SOURCE,2.765957446808511,1.0752688172043012
19y3mHB2KoEPHMnCP42ViqjSKqKpVZu7RK,OTHER_SOURCE,2.765957446808511,1.0752688172043012
14AFroDPbjjPvtwpsbxDBr7Q2a7PVgArvp,OTHER_SOURCE,2.765957446808511,1.0752688172043012
17PmrRpPVgsUNfZ38ETvMcn2nJ7g2Cb5Sn,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1Mta71B9otgZgSajxvGkrGtFR4EGdjrhNG,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1BNr4zVhZGi9sZj8e7A6JJpwchLuEFckGc,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1A7EwX48sSv59zNPYnQQ8eWDCmCygnmBvD,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1PpnWJLPCMGgCwd5pSrxPWvrMrEjdqYFAU,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1GA1okexnLvcBkV5LYcZfgoBEqeQ3CLVY9,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1GUDFW3W3SS6G9u293ogobsVis5MXyAwAs,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1MjrcnY39jKk1fkLQRyt1LwWYw8hvnJAWy,OTHER_SOURCE,2.765957446808511,1.0752688172043012
15ZBq8sQiba43XUfSXCCCim9dkCiARZ9qS,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1DyBvTvSBLP1gc9YyqHJGXtazRiYXzsUK9,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1GwEq2eYNtqXnixevXFVqGvvAgRB4axA32,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1QGcsems8YoCKYiY7QFrcEsxsGjgtEj47Z,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1BEPv87v3MnB4PooGcGsyd4GSSEycSxuvg,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1GoT4WTGBh3UvwbrVnNqudutZg82HC2qut,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1FWW3Ae7BVnMbiYZprgrq4Bszr2AQXEr4h,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1H64z6corkHcyheKauRuF3odgttaSAk1o,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1gaktgn1wki8FJzwYtTXMaU7CmfHMWSPo,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1AvNZRChJGhJZaeBm3PF7fqKMEYLjxn6xn,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1BHwiZVPiNiSy4mFRjxDC4w79vGqt93wVX,OTHER_SOURCE,2.765957446808511,1.0752688172043012
17yNZP4GqjSG5Dt6p5CZC1gp1UKGZTQAL3,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1FW3FJRCK3gdzXkpmuz2PWZGxge4hseqjS,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1ZJbgF85LshH6jEuwEb6oxpFFX4SmgRzJ,OTHER_SOURCE,2.765957446808511,1.0752688172043012
16nqPR5DHsX4tK3oGvedvjaiHQiZANBYJ,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1Mj4sSs2Nqt75fwdcFJQDwZt9onFjyPcae,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1PzdoWdMyTFo6tMtSzSSKUxSQxUnXTPxKa,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1BA7RX6PChhqJYiX5H4xjgQfx2bgQEtBMb,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1BmxTvWfw1it9WZLmssVv524LVHC3zrVLS,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1JoYZMbUiGMoc6SFoWZYfsdYoHrnED4g38,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1HhRqDxYqGzL5r4BYapmi7fPac5npaqw52,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1DqH97bzNHJr9GgDMwrqdkMskKGXsPY6iU,OTHER_SOURCE,2.765957446808511,1.0752688172043012
16JfV4N6dnbQNpRGyAA152p6ZAZehQEe4Q,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1J1oqkoWBMG8St8avLS1S42QcgUurpemZ,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1ML5tEvU9MWWe7Dto4hSw5MCyYoKaWiyKm,OTHER_SOURCE,2.765957446808511,1.0752688172043012
15pWMYtJyaZwowhpsjK7kPmsi6eny984Mc,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1GuW3EpX8bE8nw7rhXfGHpFmZak4jzaVfw,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1F3MyX5rv1HMnprHjtRUYZYEqXk8nTiQbM,OTHER_SOURCE,2.765957446808511,1.0752688172043012
1D4VCQrANs5zW3y6HrnwtLZfCRYr52yiWd,OTHER_SOURCE,2.765957446808511,1.0752688172043012
